Word	Category	WordClass	TranslationEng	TranslationEpo	Do not remove (Proofreading)	Tags	SearchTermsEng	TransNote	LexiliAsel	Hyphenation	Synonyms	Antonyms	slug_mod	OfficialWord	TranslationSpa	TranslationDeu	TranslationFra	TranslationRus	TranslationZho	TranslationHin	TranslationAra	Etymological support	
muswada	root	b.oj	n: draft, sketch, outline; v.tr: draft, sketch, outline	malneto, skizo; malnetigi, skizi					Hindi (मसौदा “masoda”), Arabisa (مُسَوَّدَة “musawada”), Turkisa (müsvedde), Parsisa (مسودة “musawada”)					TRUE	bosquejo, boceto, esbozo; bosquejar, abocetar, esbozar								
mwa	root	b.oj	n: kiss; v.tr: kiss	kiso; kisi		kwasilexi			kwasilexi - Arabisa (مواه “mawah”), Putunhwa (mua “mwa”), Englisa (mwah, muah), Fransesa (mouah), Doycisa (muah), Hindi, Indonesisa, Espanisa (mua), Pilipinasa					TRUE	beso; besar	Kuss; küssen	baiser, bise, bisou; embrasser	поцелуй; целовать	吻, 親, 親吻				
nagal	root	b.oj	n: plow, plough; v.tr: plow, plough	plugilo; plugi		tul			Hindi (नांगल “nangal”), Telugusa (నాగలి “nagali”)					TRUE	arado; arar, labrar, barbechar								
nage	root	b.oj	n: gnawing; v.tr: gnaw	ronĝo; ronĝi					Englisa (gnaw), Doycisa (nagen), Pilipinasa (ngatngat), Arabisa (نَخَرَ “naḵara”), Vyetnamsa (gặm nhấm, nhằn)					FALSE	roedura, mordisqueo; roer, mordisquear								
name	root	b.oj	n: name; v.tr: have as name, be named, be called	nomo; nomiĝi		500 maxim pimpan genulexi ji fikso, bage 2 de lista 500			Englisa (name, nominate), Doycisa (Name), Espanisa (nombre), Fransesa (nom), Hindi (नाम “naam”), Indonesisa (nama), Niponsa (名前 “namae”), Taysa (นาม “naam”), Telugusa (నామము “naamamu”)					TRUE	nombre; llamarse, tener como nombre								
namegi	derived	b.oj	n: naming; v.tr: name (_give name_)	nomado; nomi					name + -gi					FALSE	nombramiento; nombrar, bautizar								
naremgi	derived	b.oj	n: softening; v.tr: soften, make (_something/somebody_) soft	moligo; moligi					narem + -gi					FALSE	suavización, ablandamiento, reblandecimiento; suavizar, ablandar, reblandecer								
nasa	root	b.oj	n: nose; v.tr: smell	nazo; flari		jismulogi, ganci			Englisa (nose, nasal), Fransesa (nasal), Doycisa (nase, nasal), Rusisa (назальный “nazalny”), Espanisa (nasal), Swahilisa (-nusa), Hindi (नाक “nak”), Sinhalasa (nasaya)					TRUE	nariz; oler, olfatear								
nasibu	root	b.oj	n: fit; v.tr: fit, be fitting (for), suit, be suitable (for)	taŭgo; taŭgi					Arabisa (نَاسَبَ “nasaba”, يُنَاسِبُ‎‎ “yunasibu”, مُنَاسِب “munasib”), Parsisa (مُناسِب “monaseb”), Turkisa (münasip), Hindi (मुनासिब “munasib”)					TRUE	aptitud, idoneidad; ser apto, ser adecuado, ser apropriado								
nasiha	root	b.oj	n: advice, counsel; v.tr: advise, counsel	konsilo, konsilado; konsili		500 maxim pimpan genulexi ji fikso, bage 5 de lista 500			Arabisa (نَصِيحَة “nasiha”), Indonesisa (nasihat), Turkisa (nasihat), Parsisa (نصیحت “nasihat”), Hindi (नसीहत “nasīhat”)					TRUE	consejo; aconsejar								
navi	root	b.oj	n: ship, boat; v.tr: navigate	ŝipo, boato; ŝipiri, navigacii		500 maxim pimpan genulexi ji fikso, bage 4 de lista 500			Hindi (नाव “nāv”), Espanisa (nave), Fransesa (navire), Englisa (naval, navigate), Telugusa (నావ “nāva”), Parsisa (ناو “nâv”)					TRUE	nave, barco; navegar								
nefra	root	b.oj	n: hatred, hate; v.tr: hate	malamo; malami					Arabisa (نفور “nafur”), Hindi (नफ़रत “nafrat”), Parsisa (نفرت “nefrat”), Turkisa (nefret)			lubi		TRUE	odio; odiar								
nenabilgi	derived	b.oj	n: disabling; v.tr: disable	nekapabligo; nekapabligi					nen- + abil + -gi					FALSE	deshabilitar, inutilizar								
nenjixi	derived	b.oj	n: ignorance; v.tr: be ignorant of	nescio; nescii					nen- + jixi			jixi		FALSE	ignorancia; ignorar								
nicode	root	b.oj	n: squeeze; v.tr: squeeze	kunpremo; kunpremi		harka			Hindi (निचोड़ “nichod”, निचोड़ना “nicodna”)					TRUE	apretón, exprimidura, expresión, estrujadura, estrujamiento, prensadura, opresión, apremio; apretar, exprimir, estrujar, prensar, oprimir, apremir, apremiar								
nigalu	root	b.oj	n: swallow; v.tr: swallow	gluto; gluti					Hindi (निगल “nigal”), Karnatakasa (ನುಂಗಲು “nuṅgalu”)					TRUE	trago; tragar								
niltogi	derived	b.oj	n: annihilation; v.tr: annihilate	neniigo, anihilacio; neniigi, anihilacii					nilto + -gi					FALSE	aniquilación; aniquilar								
nongyo	root	b.oj	n: agriculture, cultivation; v.tr: farm, grow	agrikulturo, terekspluatado, terkulturado, kultivado; agrikulturi, terekspluati, kulturi, kultivi, farmi					Putunhwa (农业 “nóngyè”), Koreasa (농업 “nong-eob”), Niponsa (農業 “nōgyō”), Vyetnamsa (nông nghiệp)					TRUE	agricultura, cultivo; cultivar								
nota	root	b.oj	n: note; v.tr: note (down), take notes	noto					Englisa (note, notation), Doycisa (Note, Notation), Fransesa (note), Espanisa (nota, notación), Rusisa (нoта “nota”), Parsisa (نت “not”), Turkisa (not), Indonesisa (notasi), Pilipinasa (nota, notasyon), Niponsa (ノート “noto”), Koreasa (노트 “notu”)					TRUE	nota, apunte; anotar, tomar nota, apuntar								
notu	root	b.oj	v.tr: nut (_tool_)	boltingo, ŝraŭbingo		tul			Englisa (nut), Hindi (नट “nat”), Telugusa (నట్టు “nattu”), Swahilisa (nati), Koreasa (너트 “notu”), Niponsa (ナット “natto”)					FALSE	tuerca, matriz								
noya	derived	b.oj	n: negation; v.tr: negate, say no (to), deny	neo, nego, negacio; nei, negi					no + -ya					FALSE	negación; decir no a, negar								
nubwa	root	b.oj	n: prophecy; v.tr: prophesy	profetaĵo; profeti		dini			Arabisa (نبوءة “nubu'a”), Indonesisa (nubuat), Parsisa (نبوت “nobovat”), Swahilisa (nabii)					TRUE	profecía; profetizar								
numer	root	b.oj	n: number; v.tr: number, enumerate	nombro; nombri		500 maxim pimpan genulexi ji fikso, bage 1 de lista 500, matemati			Englisa (number), Doycisa (Nummer), Fransesa (nombre, numéro), Espanisa (número), Rusisa (номер “nomer”), Indonesisa (nomor), Hindi (नंबर “nambar”), Niponsa (ナンバー “namba”), Turkisa (numara), Parsisa (نمره “nomre”), Swahilisa (nambari)					TRUE	número; numerar								
nunligi	derived	b.oj	n: update; v.tr: update	ĝisdatigo; ĝisdatigi					nunli + -gi					FALSE	actualización; actualizar								
nururoya	derived	b.oj	n: daydream; v.tr: daydream	revo; revi					nuru + roya					FALSE	ensoñación, fantasía; soñar despierto, fantasear							Putunhwa (白日夢), Niponsa (白日夢), Koreasa (백일몽), Englisa (daydream), Doycisa (Tagtraum), Hindisa (दिनी-स्वप्न)	
nyatu	root	b.oj	n: intention; v.tr: intend, mean	intenco; intenci					Arabisa (نية “nia”), Hindi (नीयत “niyat”), Indonesisa (niat), Parsisa (نیت “niyat”), Turkisa (niyet), Swahilisa (nia)					TRUE	intención, plan; tener la intención de, pretender, querer								
ofata	derived	b.oj	n: provenance; v.tr: come from	deveno; deveni					of- + ata					FALSE	punto de partida, (lugar de) origen, procedencia, proveniencia; (pro)venir (de), proceder de (_salir de un lugar_)								
ofcori	derived	b.oj	n: robbery; v.tr: rob	prirabado; prirabo					of + cori					FALSE	asalto; asaltar								
ofcudu	derived	b.oj	v.tr: pick up	depreno; depreni, preni			pick, pick up		of- + cudu					FALSE	recoger, pasar a buscar								
offolo	derived	b.oj	v.tr: depend (on), be contingent (on)	dependo; dependi (de), bazi (sur)					of- + folo					FALSE	dependencia; depender (de) (_ser causado o condicionado_)								
ofgi	derived	b.oj	v.tr: take off (of)	deigo, demeto; deigi, demeti					of + -gi					FALSE	quitar de								
ofidi	derived	b.oj	v.tr: dismount, disembark, get off (_vehicle or surface_), get out (_vehicle_)						of- + idi			peridi		FALSE									
ofplasi	derived	b.oj	n: removal; v.tr: remove, take off	demeto; demeti					of- + plasi					FALSE	removimiento, remoción, quitada, quite, ablación; remover, quitar								
ofxerca	derived	b.oj	n: search; v.tr: search	priserĉado; priserĉi					of + xerca					FALSE	registro, inspección; registrar (a), inspeccionar (a)								
ofya	derived	b.oj	v.tr: be from	esti de					of + -ya					FALSE	ser de								
oko	root	b.oj	n: eye; v.tr: eye, see, look, watch, view	okulo; vidi		500 maxim pimpan genulexi ji fikso, bage 1 de lista 500, jismulogi, ganci			Rusisa (окулист “okulist”), Espanisa (oculista, ojo), Fransesa (oculiste), Englisa (oculist)					TRUE	ojo; ver, mirar								
okurgi	derived	b.oj	v.tr: commit, make (_something_) happen	okazigo; okazigi					okur + -gi					FALSE	cometer (_hacer que pase_)								
onexa	root	b.oj	n: showing, demonstration, display, demo, performance; v.tr: show, demonstrate, display, perform	montro, elmontro, vidigo, demonstro; montri, elmontri, vidigi, demonstri		500 maxim pimpan genulexi ji fikso, bage 3 de lista 500		kompara: presenta	Swahilisa (-onesha), Parsisa (نشان دادن “neshan dadan”)					TRUE	demostración, exposición, despliegue, demo; mostrar, demostrar, exponer, presentar								
onxala	root	b.oj	n: hope; v.tr: hope	espero; esperi		500 maxim pimpan genulexi ji fikso, bage 5 de lista 500, ganjon			Arabisa (إن شاء الله “'insha' allah”, وَشَاءَ اللّٰه “wašāʾa llāh”), Turkisa (inşallah), Indonesisa (insya allah), Portugalsa (oxalá)					TRUE	esperanza; esperar								
oposaksyon	derived	b.oj	n: counteraction; v.tr: counteract	kontraŭago; kontraŭagi					opos + aksyon					FALSE	oposición; oponer								
oposatake	derived	b.oj	n: counterattack; v.tr: counterattack	repuŝatako; repuŝataki					opos + atake					FALSE	contraataque; contraatacar								
oposya	derived	b.oj	n: opposite; v.tr: be the opposite of	malo; mali					opos + -ya					FALSE	oposición; ser lo opuesto, ser lo contrario								
ordenu	root	b.oj	n: arrangement, order, sequence; v.tr: arrange, (put in) order	ordo; ordigi		500 maxim pimpan genulexi ji fikso, bage 3 de lista 500			Englisa (order), Fransesa (ordre), Doycisa (Ordnung), Espanisa (orden), Swahilisa (oda)					TRUE	arreglo, orden; arreglar, ordenar								
ore	root	b.oj	n: ear; v.tr: hear, listen	orelo; aŭdi, aŭskulti		500 maxim pimpan genulexi ji fikso, bage 2 de lista 500, jismulogi, ganci			Espanisa (oreja), Fransesa (oreille), Doycisa (Ohr), Putunhwa (耳 “ěr”)					TRUE	oído, oreja; oír								
organisa	root	b.oj	n: organization, organisation; v.tr: organize, organise	organizo; organizi		500 maxim pimpan genulexi ji fikso, bage 5 de lista 500			Englisa (organization, organisation), Doycisa (Organisation), Fransesa (organisation), Espanisa (organización, organizar), Rusisa (организация “organizatsiya”), Indonesisa (organisasi), Turkisa (organizasyon), Pilipinasa (organisasyon)					TRUE	organización; organizar								
osisgi	derived	b.oj	n: pathologization, pathologisation; v.tr: pathologize (_regard or treat as a pathology_), pathologise	patologiigo; patologiigi					osis + -gi					FALSE	patologización; patologizar	Pathologisierung; pathologisieren	pathologisation; pathologiser		病理化				
padelu	root	b.oj	n: oar, paddle; v.tr: row, paddle	remilo, padelo; remi, padeli		tul			Englisa (paddle), Doycisa (Paddel; paddeln), Niponsa (パドル “padoru”), Parsisa (پارو “pâru”)					TRUE	remo; remar, bogar, impeler con remos								
pahnagi	derived	b.oj	v.tr: widen, make (_something/somebody_) wide	larĝigo; larĝigi					pahna + -gi					FALSE	ensanchamiento, ampliación, agrandamiento; ensanchar, ampliar, agrandar								
paketi	root	b.oj	n: package, packet; v.tr: pack	pako, paketo, pakaĵo; paki		xey			Doycisa (Paket), Englisa (packet, package), Espanisa (paquete), Fransesa (paquet), Rusisa (пакет “paket”), Koreasa (패킷 “paekit”), Hindi (पैकेट “paikeṭ”), Niponsa (パッケージ “pakkēji”), Parsisa (پاکت “pâkat”), Telugusa (ప్యాకేజీ “pyākējī”), Swahilisa (pakiti), Turkisa (paket), Indonesisa (paket), Pilipinasa (pakete)					TRUE	paquete; empacar								
pala	root	b.oj	n: speech; v.tr: speak, talk	parolo; paroli		500 maxim pimpan genulexi ji fikso, bage 1 de lista 500			Fransesa (parler), Portugalsa (fala), Banglasa (বলা “balā”)					TRUE	habla; hablar								
pam	root	b.oj	n: shot, gunshot; v.tr: shoot, fire	pafo; pafi		kwasilexi			kwasilexi - Putunhwa (乒 “pa”), Englisa (bam, bang), Fransesa (pan), Koreasa (빵 “pang”), Portugalsa (pá, bam), Turkisa (bam), Vyetnamsa (pằng)					TRUE	tiro, disparo; disparar								
panden	root	b.oj	n: climb; v.tr: climb, clamber, scale	grimpo; grimpi		harka			Swahilisa (panda), Putunhwa (攀登 “pandeng”)					FALSE	escalada, subida, ascenso; trepar, escalar, subir, ascender								
panel	root	b.oj	n: panel; v.tr: panel	panelo; paneli		xey			Englisa (panel), Espanisa (panel), Fransesa (panneau), Hindi (पैनल “penal”), Rusisa (панель “panel”), Doycisa (Paneel), Indonesisa (panel), Niponsa (パネル “paneru”), Turkisa (panel, pano), Koreasa (패널 “penol”), Parsisa (پنل “pânel”), Swahilisa (paneli)					TRUE	panel								
pangugi	derived	b.oj	v.tr: flatten, make (_something/somebody_) flat	platigo; platigi					pangu + -gi					FALSE	aplanamiento, aplanado, allanamiento; aplanar, allanar								
parkin	root	b.oj	n: parking; v.tr: park	parkado, parkumado; parki, parkadi, parkumi		harka			Doycisa (Parken), Englisa (parking, park), Espanisa (aparcamiento, parking), Fransesa (parking), Hindi (पार्किंग “parking”), Telugusa (పార్కింగ్ “parking”), Indonesisa (parkir), Turkisa (park), Parsisa (پارکینگ “pârking”), Niponsa (パーキング “pākingu”)					TRUE	estacionamiento, parqueo, aparcamiento, _parking_; estacionar, parquear, aparcar								
pasa	root	b.oj	n: passage, passing; v.tr: pass, go by (_time or space_), spend (_time_)	paso; pasi		500 maxim pimpan genulexi ji fikso, bage 4 de lista 500			Englisa (pass, passage), Fransesa (passe, passage), Doycisa (Pass, Passage), Espanisa (paso, pasaje, pasar), Rusisa (пассаж “passaj”), Turkisa (pasaj), Indonesisa (pasasê), Pilipinasa (pasahe)					TRUE	paso (_acción de pasar_); pasar (_un lugar, tiempo, etc._)								
pasdoxo	derived	b.oj	v.tr: read through	tralego; tralegi					pas- + doxo					FALSE	leer de parte a parte								
pasgi	derived	b.oj	v.tr: put through, take through	traigo; traigi, traporti					pas + -gi					FALSE	hacer atravesar								
pasidi	derived	b.oj	n: traversal; v.tr: traverse, go through	trairo; trairi					pas- + idi					FALSE	atravesar								
pasivogi	derived	b.oj	n: inactivation; v.tr: inactivate, make (_something/somebody_) inactive, power off, switch off, turn off	malaktivigi, deaktivigi, pasivigi					pasivo + -gi			ativogi		FALSE	inactivación, desactivación, apagado; inactivar, desactivar, apagar								
pasjiwa	derived	b.oj	v.tr: live through	travivo; travivi					pas- + jiwa					FALSE	vivir, pasar (por)								
paslide	derived	b.oj	n: conduction; v.tr: conduct	konduko; konduki		fisika			pas- + lide					FALSE	conducción; conducir								
paspasa	derived	b.oj	n: traversal; v.tr: traverse, pass through	trapaso; trapasi					pas- + pasa					FALSE	atravesar, pasar (por)								
pasya	derived	b.oj	v.tr: be through	esti trae					pas + -ya					FALSE	estar a través								
pata	root	b.oj	n: kick; v.tr: kick	piedbato, piedfrapo; piedbati, piedfrapi		harka			Espanisa (patada, patear), Hindi (पदाघात “padaghata”), Arabisa (لَبَطَ “labata”)					TRUE	patada; patear								
patu	root	b.oj	n: stalemate, tie, draw; v.tr: stalemate, tie, draw	remiso, pato (_ŝako_); remosi, pati					Espanisa (empate), Fransesa (pat), Rusisa (пат “pat”), Doycisa (Patt), Indonesisa (pat), Parsisa (پات “pât”), Turkisa (pat)					FALSE	empate, ahogado; empatar								
pawbugi	derived	b.oj	v.tr: cause (_somebody_) to run, make (_somebody_) run	kurigo; kurigi			pawbu		pawbu + -gi					FALSE	hacer correr								
paya	root	b.oj	n: payment; v.tr: pay (for)	pago; pagi		500 maxim pimpan genulexi ji fikso, bage 2 de lista 500, ekonomi			Englisa (pay), Fransesa (paye), Espanisa (paga), Indonesisa (bayar), Pilipinasa (bayad)					TRUE	pago; pagar								
payagi	derived	b.oj	n: charge; v.tr: charge (_cause to pay_)	pagigo; pagigi		ekonomi			paya + -gi					FALSE	cobro; cobrar, hacer pagar								
