Word	slug_mod	Category	WordClass	VerbTransitivity	OfficialWord	TranslationEng	SearchTermsEng	TranslationEpo	TranslationSpa	TransNote	TranslationDeu	Synonyms	Antonyms	Example	Tags	LexiliAsel	See Also	TranslationFra	TranslationRus	TranslationZho	
katarata		root	b		FALSE	cataracts		katarakto (de okuloj)	catarata (_ojos_)						medis	Englisa (cataracts), Espanisa (catarata), Fransesa (cataracte), Rusisa (катаракта “katarakta”), Doycisa (Katarakt), Indonesisa (katarak), Arabisa (الكاتاراكت “al-kararakt”), Parsisa (کاتاراکت “katarakt”), Turkisa (katarakt)					
Katarli		derived	t		FALSE	Qatari		katara	catarí							Katar + -li					
Kataryen		derived	b		FALSE	Qatari (person)		katarano	catarí (_persona_)							Katar + -yen					
katatul		derived	b		FALSE	knife		tranĉilo	cuchillo							kata + -tul					
Katerin		proper word	su n		FALSE	Catherine, Katherine, Kathleen		Katerino, Katalina, Katarina, Katarino, Katerina, Katina, Katinja, Katrina	Catalina, Catarina						name	Englisa (Catherine, Katherine, Kathleen), Espanisa (Catalina), Fransesa (Catherine), Rusisa (Екатерина “Ekaterina”), Doycisa (Katharina), Indonesisa (Katarina), Pilipinasa (Catalina), Arabisa (كاترين “Katrin”), Swahilisa (Katerina), Parsisa (کاترین “Kâtrin”), Turkisa (Katerina), Putunhwa (加大肋纳 “Jyadalena”), Koreasa (카타리나 “Katarina”), Niponsa (カタリナ “Katarina”), Vyetnamsa (Catarina)			Екатерина		
katina		root	t		TRUE	difficult, hard, tough; difficultly		malfacila; malfacile	difícil, duro; difícilmente, duramente			posasan	asan			Hindi (कठिन “kathin”), Telugusa (కఠినము “kaṭhinamu”), Tamilsa (கடினம் “kaṭiṉam”)					
katinagi		derived	b.oj		FALSE	hinderance; make difficult, hinder		malfaciligi	dificultar							katina + -gi					
katinaxey		derived	b		FALSE	difficulty, difficulties, trouble		malfacilaĵo	dificultad, problema, inconveniente							katina + -xey					
katinaya		derived	b		FALSE	difficulty		malfacileco	dificultad							katina + -ya					
Katoliki		proper word	t		FALSE	Catholic		katolika	católico						dini	Doycisa (katholisch), Englisa (Catholic), Espanisa (católico), Fransesa (catholique), Rusisa (католик “katolik”), Indonesisa (Katolik), Pilipinasa (Katoliko), Arabisa (كاثوليكي “kaṯulikiy”), Koreasa (가톨릭 “Gatollik”), Hindi (कैथोलिक “kaitholik”), Niponsa (カトリック “katoriku”), Parsisa (کاتولیک “katolik”), Swahilisa (Katoliki), Telugusa (క్యాథలిక్ “kyatalik”), Turkisa (Katolik)			католик		
katru		root	b.nenoj		TRUE	drop; drip		guto; guti	gota; gotear							Arabisa (قَطْر “katr”, قَطَرَ “katara”, يَقْطُرُ‎‎ “yakṭuru”), Parsisa (قطره “katre”) 					
kavuke		root	t		TRUE	hollow; hollowly		kava; kave	hueco							Turkisa (kovuk), Parsisa (کاواک “kavak”), Italisa (cavo)					
kaway		root	t		TRUE	cute; cutely		ĉarma, beleta; ĉarme, belete	tierno, lindo, mono							Putunhwa (可爱 “kě'ài”), Niponsa (可愛い “kawaii”)					
kawaywao		derived	b.oro		FALSE	endearment; endear, feel endeared		ĉarmiĝo, amigo ; amigi, ĉarmi, ĉarmiĝi	afecto, cariño, ternura, encariñamiento; encariñarse; hacer querer							kaway + wao					
kawaywaodo		derived	t		FALSE	endeared		amigita, ĉarmita; amigite, ĉarmite	encariñado							kaway + wao + -do					
kawaywaone		derived	t		FALSE	endearing		amiga, ĉarma; amige, ĉarme	adorable, tierno, encantador, enternecedor, entrañable							kaway + wao + -ne					
kawayya		derived	b		FALSE	cuteness		ĉarmeco, beleteco	ternura, gracia, monería							kaway + -ya					
kawcu		root	b		TRUE	rubber		kaŭĉuko	goma, caucho, hule						materyal	Espanisa (caucho), Fransesa (caoutchouc), Englisa (caoutchouc), Doycisa (Kautschuk), Pilipinasa (kawtso), Arabisa (كَاوْتْشُوك “kawcuk”), Turkisa (kauçuk), Vyetnamsa (cao su), Parsisa (کائوچو “kaucu”)					
kawculi		derived	t		FALSE	rubber, (made) of rubber		kaŭĉuka	de goma, de hule, de caucho							kawcu + -li					
Kawkasi		proper word	su n		FALSE	Caucasus, Caucasia		Kaŭkazio	Cáucaso, Caucasia							Englisa (Caucasus, Caucasian), Espanisa (Cáucaso), Fransesa (Caucase), Rusisa (Кавказ “Kavkaz”), Doycisa (Kaukasus), Indonesisa (Kaukasus), Pilipinasa (Kawkasin), Putunhwa (高加索 “gawjyaswo”), Hindisa (कॉकस “kŏkas”, कौकसस “kaukasas”), Arabisa (اَلْقَوْقَاز “al-kawkaz”), Niponsa (カフカース “Kafukasu”, コーカサス “Kokasasu”), Turkisa (Kafkasya), Koreasa (카프카스 “Kapukasu”), Vyetnamsa (Kavkaz), Parsisa (قفقاز “qafqâz”)			Кавказ		
kawri		root	b		TRUE	cowrie, cowry, _Cypraeidae_		cipreo	cauri, _Cypraeidae_						hewan	Englisa (cowrie, cowry, kauri), Espanisa (cauri), Fransesa (cauri “kori”), Rusisa (каури “kauri”), Doycisa (Kauri), Malaysisa (kowri), Hindi (कौड़ी “kauri”), Karnatakasa (ಕವಡೆ “kavade”), Swahilisa (kauri)					
kaxa		root	b		TRUE	case, container		ujo, tenujo	estuche, caja, contenedor							Englisa (case), Fransesa (caisse), Doycisa (Kasten, Kiste), Rusisa (касса “kassa”), Espanisa (caja), Portugalsa (caixa), Hindi (कोश “kox”), Telugusa (కోశము “koxamu”), Sanskritam (कोश “koxa”)					
Kaxmir		proper word	su n		TRUE	Kashmir (_region in the Indian subcontinent_)		Kaŝmiro	Cachemira							Kaxmirsa (کٔشیٖر/کَشیٖر “kaxir”)			Кашмир		
Kaxmirli		derived	t		FALSE	Kashmiri		kaŝmira	cachemir							Kaxmir + -li					
Kaxmirsa		derived	b		FALSE	Kashmiri (language), Koshur		la kaŝmira (lingvo)	(idioma) cachemir						basa	Kaxmir + -sa					
Kaxmiryen		derived	b		FALSE	Kashmiri (person)		kaŝmirano	cachemir (_persona_)							Kaxmir + -yen					
kaxoke		root	b		TRUE	spoon		kulero	cuchara						tul	Turkisa (kaşık), Parsisa (قاشق “qaxoq”), Swahilisa (kijiko)					
kaxu		root	b		TRUE	cashew		akaĵuo	castaña de cajú, cajuil, nuez de marañón, _Anacardium occidentale_						yamxey, jozi	Englisa (cashew), Espanisa (cayú), Fransesa (cajou), Rusisa (кешью “kexyu”), Doycisa (Cashew, Kaschu), Pilipinasa (kasoy, kasuy), Arabisa (كَاجُو “kaju”), Niponsa (カシュー “kaxu”), Turkisa (kaşu), Koreasa (캐슈 “kexu”), Swahilisa (korosho), Hindi (काजू “kaja”), Indonesisa (kacang mede)					
kayaki		root	b.nenoj		TRUE	kayak; kayak		kajako	kayak						calyo	Englisa (kayak, kayaking), Espanisa (kayak), Fransesa (kayak), Rusisa (каяк “kayak”), Doycisa (Kajak), Indonesisa (kayak), Pilipinasa (kayak), Arabisa (كاياك “kayak”), Niponsa (カヤック “kayaku”), Turkisa (eskimo kayağı, kayak), Vyetnamsa (kayak), Koreasa (카약 “kayak”), Parsisa (کایاک “kâyâk”, قایق “qâyeq”), Swahilisa (kayaki)					
kaydan		root	b		TRUE	stairs, stairway, staircase	stair. stairs, stairway, staircase	ŝtuparo	escalera (_de escalones_)	kompara: mardiben						Niponsa (階段 “kaydan”), Koreasa (계단 “gyedan”), Vyetnamsa (cầu thang “kəwtang”), Pilipinasa (baitang, hagdan)					
kayena		root	b		TRUE	cayenne (pepper)		kajena pipro	(pimiento de) Cayena, _Capsicum annuum_						yamxey	Doycisa (Cayennepfeffer), Englisa (cayenne), Espanisa (pimienta de cayena), Fransesa (cayenne), Rusisa (кайенский перец “kayenskiy perets”), Putunhwa (卡宴胡椒 “kayen hujyaw”), Koreasa (카이엔 고추 “kayen gocu”), Niponsa (カイエンペッパー “kayenpepa”), Vyetnamsa (ớt Cayenne), Pilipinasa (kayena)					
Kayman		proper word	su n		FALSE	Cayman (Islands)		Kajmana Insularo, Kajmaninsuloj	(Islas) Caimán							Englisa (Cayman), Espanisa (Caimán), Fransesa (Caïmans), Rusisa (Кайман “Kayman”), Doycisa (Cayman, Kaiman), Indonesisa (Cayman), Pilipinasa (Kayman), Hindi (केमन “Keman”), Telugusa (కేమన్ “Keman”), Arabisa (كايمان “Kayman”), Swahilisa (Cayman), Parsisa (کیمن “kymn”), Turkisa (Cayman), Putunhwa (开曼 “Kayman”), Koreasa (케이맨 “Keymen”), Niponsa (ケイマン “Keyman”), Vyetnamsa (Cayman)			Кайман		
kayvutu		root	b		TRUE	monster		monstro	monstruo						mito	Putunhwa (怪物 “guài wu”), Niponsa (怪物 “kaibutsu”), Vyetnamsa (quái vật)					
kayvutusim		derived	t		FALSE	monstrous		monstreca; monstrece	monstruoso, horrendo, horroroso, atroz, escandaloso, gigantesco, enorme							kayvutu + -sim					
Kazaki		proper word	su n		TRUE	Kazakhstan		Kazaĥio, Kazaĥujo	Kazaj(i)stán, Kazakstán, Kazajia						dexa	Kazakisa (Қазақстан “Qazaqstan”)			Казахстан		
Kazakili		derived	t		FALSE	Kazakh		kazaĥa	kazajo							Kazaki + -li					
Kazakisa		derived	b		FALSE	Kazakh (language)		la kazaĥa (lingvo)	(idioma) kazajo						basa	Kazaki + -sa					
Kazakiyen		derived	b		FALSE	Kazakh (person)		kazaĥo	kazajo (_persona_)							Kazaki + -yen					
ke		root	d		TRUE	which, what		kiu, ki- (por demandi pri la sekva vorto)	qué (_interrogativo_), cuál	gramati: tabellexi						Fransesa (quel), Espanisa (que, cual), Rusisa (какой “kakoy”), Hindi (कौन “kaun”), Parsisa (که “ke”)					
kebabu		root	b		TRUE	kebab, kabob		kebabo	kebab						yamxey	Englisa (kebab, kabob), Espanisa (kebab), Fransesa (kebab), Rusisa (кебаб “kebab”), Doycisa (Kebab), Indonesisa (kebab), Pilipinasa (kebab), Putunhwa (卡巴 “kaba”), Hindi (कबाब “kabab”), Arabisa (كَبَاب “kabab”, كَبَابُ “kababu”), Niponsa (ケバブ “kebabu”), Turkisa (kebap), Vyetnamsa (kebab), Koreasa (케밥 “kebap”), Parsisa (کباب “kabab”)		kebab			
kecapu		root	b		TRUE	ketchup, catsup		keĉupo, keĉapo	kétchup, cátsup						sawsa	Englisa (ketchup), Fransesa (ketchup), Doycisa (Ketchup, Ketschup), Rusisa (кетчуп “ketcup”), Espanisa (kétchup), Indonesisa (kecap), Pilipinasa (ketsap), Niponsa (ケチャップ “kechappu”), Koreasa (케첩 “kecheob”), Hindi (केचप “kechap”), Telugusa (కెచప్ “kecap”), Arabisa (كاتشب “katashib”), Parsisa (کچاپ “kecheape”), Turkisa (ketçap)					
keete		derived	pn		FALSE	who? which ones?		kiuj	quiénes (_interrogativo_)							ke + ete					
kef		root	b		TRUE	boss, chief, head, master		estro, ĉefo, ĉefulo	jefe, caudillo, cabeza, amo							Fransesa (chef), Doycisa (Kopf, Chef), Turkisa (kafa - kapi, şef), Elinisa (κεφάλι “kefali”, σεφ “sef”), Indonesisa (kepala), Espanisa (jefe), Englisa (chief), Rusisa (шеф “xef”)					
kefuku		root	b.oj		FALSE	admiration; admire		admiro; admiri	admiración; admirar						ganjon	Putunhwa (敬服 “jingfu”), Niponsa (敬服 “kefuku”), Vyetnamsa (khâm phục)					
kefukudo		derived	t		FALSE	admired		admirita	admirado							kefuku + -do					
kefukulaye		derived	t		FALSE	admirable; admirably		admirinda; admirinde	admirable, loable; admirablemente							kefuku + -laye					
kefukuyen		derived	b		FALSE	admirer		admiranto	admirador							kefuku + -yen					
keji		root	b		FALSE	pheasant		fazano	faisán, argos, _Argusianus_, _Catreus_, _Chrysolophus_, _Crossoptilon_, _Ithaginis_, _Lophura_, _Phasianus_, espolonero, _Polyplectron_, faisán koklas, _Pucrasia_, _Rheinardia_, _Syrmaticus_						hewan, piu	Putunhwa (野鸡 “yeji”), Niponsa (雉子 “kiji”), Vyetnamsa (trĩ “ci”)					
keke		root	b		TRUE	cake		kuko	pastel, torta, queque, bizcocho, bizcochuelo, panetela						yamxey	Englisa (cake), Doycisa (Kuchen), Espanisa (queque), Norgesa (kake), Hindi (केक “kek”), Turkisa (kek), Arabisa (كيكة “kayka”)					
kekwanti 		derived	d		FALSE	how much		kiom (da)	cuánto (_interrogativo_)							ke + kwanti					
kelne		root	b		FALSE	tick (_arachnid_), _Ixodida_		iksodo	garrapata, rezno, caparra, _Ixodida_						hewan	Hindi (किलनी “kilni”), Turkisa (kene), Parsisa (کنه “kane”)					
keloka		derived	m		FALSE	where		kie	dónde (_interrogativo_)							ke + loka					
Kelti		proper word	su t		FALSE	Celtic		kelta	celta, céltico							Brezonsa (keltiek), Kernowsa (keltek), Kimrisa (Celtaidd “keltayd”), Eyresa (Ceilteach “kyelytyah”), Maninsa (Celtiagh “keltyah”), Eskotili Gelikisa (Ceilteach “kyeltyah”), Espanisa (Céltico), Fransesa (Celtique), Rusisa (кельтский “keltskiy”), Doycisa (keltisch), Indonesisa (Keltik), Pilipinasa (Keltiko), Arabisa (الكلتي “al-Kilti”), Swahillisa (Kiselti), Parsisa (سلتی “Selti”, سلتیک “Seltik”, کلتیک “Keltik”), Turkisa (Kelt), Putunhwa (凱爾特 “Kayerte”), Koreasa (켈트 “Keltu”), Niponsa (ケルト “Keruto”), Vyetnamsa (Celtic)			кельтский		
Keltiko		proper word	su n		FALSE	Celtic Sea		Kelta Maro	Céltico (_mar_), Celta							Englisa (Celtic), Espanisa (Céltico), Fransesa (Celtique), Rusisa (Кельтское “Keltskoye”), Doycisa (keltisch), Indonesisa (Keltik), Pilipinasa (Keltiko), Arabisa (الكلتي “al-Kilti”), Swahillisa (Kiselti), Parsisa (سلتی “Selti”, سلتیک “Seltik”, کلتیک “Keltik”), Turkisa (Kelt), Putunhwa (凱爾特 “Kayerte”), Koreasa (켈트 “Keltu”), Niponsa (ケルト “Keruto”), Vyetnamsa (Celtic)					
kelvin		root	b		TRUE	kelvin, K		kelvino	kelvin (_unidad de temperatura_), K		Kelvin				meterya	Englisa (kelvin), Espanisa (kelvin), Fransesa (kelvin), Rusisa (кельвин “kelvin”), Doycisa (Kelvin), Indonesisa (kelvin), Pilipinasa (kelbin), Putunhwa (开尔文 “kayerwen”), Hindi (कैल्विन “kelvin”), Arabisa (كِلْفِن “kilfin”), Niponsa (ケルビン “kerubin”), Telugusa (కెల్విన్ “kelvin”), Turkisa (kelvin), Koreasa (켈빈 “kelbin”), Vyetnamsa (kenvin), Parsisa (کلوین “kelvin”), Swahilisa (kelvini)		kelvin	кельвин	开尔文	
kemaner		derived	m		FALSE	how, done by what manner, done in what manner		kiel	cómo (_interrogativo_), de qué manera							ke + maner					
kemer		root	b		TRUE	waist		talio	cintura, talle						jismulogi	Hindi (कमर “kamar”), Parsisa (کمر “kamar”), Turkisa (kemer)					
kemo		derived	m		FALSE	how, to what degree		kiom	cuán (_interrogativo_), qué tan							ke + -mo					
kendi		root	b		TRUE	candy, sweet		bonbono	golosina, caramelo, dulce						yamxey	Englisa (candy), Pilipinasa (kendi), Hindi (कैंडी “kendi”), Niponsa (キャンディ “kyandi”), Koreasa (캔디 “kendi”), Telugusa (కలకండ “kalakanda”)					
kentan		root	b.oj		TRUE	exploration; explore		esploro; esplori	exploración; explorar							Putunhwa (勘探 “kāntàn”), Niponsa (探検 “tanken”)					
kentando		derived	t		FALSE	explored		esplorita	explorado							kentan + -do					
kentanyen		derived	b		FALSE	explorer		esploristo, esploranto	explorador							kentan + -yen					
kentawro		root	b		TRUE	centaur		centaŭro, kentaŭro	centauro						mito	Elinisa (κένταυρος “kentavros”), Englisa (centaur), Espanisa (centauro), Fransesa (centaure), Rusisa (кентавр “kentavr”), Doycisa (Kentaur), Indonesisa (kentaur), Turkisa (kentaur), Pilipinasa (sentauro), Hindi (सेंटूर “sentur”), Arabisa (قُنْطُور “kuntur”), Niponsa (ケンタウロス “kentawrosu”), Telugusa (సెంటార్ “sentar”), Koreasa (켄타우로스 “kentawrosu”), Vyetnamsa (kentauros), Parsisa (قنطورس), Swahilisa (kentauro)					
kenumer 		derived	d		FALSE	how many		kiu nombro (da)	cuántos (_interrogativo_)							ke + numer					
Kenya		proper word	su n		TRUE	Kenya		Kenjo	Kenia						dexa	Swahilisa (Kenya)			Кения		
keoto		derived	pn		FALSE	what (things)?, which (ones)?		kioj	qué (cosas) (_interrogativo_), cuáles							ke + oto					
kepul		derived	t		FALSE	like what, how, in what way		kiel	cómo (_interrogativo_), qué tipo de							ke + -pul					
Kerala		proper word	su n		TRUE	Kerala (_state in India_)		Keralo	Kérala (_estado de India_)							Keralasa (കേരളം “kerala”)			Керала		
Keralali		derived	t		FALSE	(of) Kerala		malajala, kerala	keralita, malayali							Kerala + -li					
Keralasa		derived	b		FALSE	Malayalam (language)		la malajala (lingvo)	(idioma) malayálam, (idioma) malabar						basa	Kerala + -sa					
Keralayen		derived	b		FALSE	Malayali, Malayalee, Keralite (person)		malajalo, keralano	keralita (_persona_), malayali							Kerala + -yen					
keran		root	b		FALSE	faucet, tap, spigot		krano	grifo, llave (del agua), canilla, caño, paja, pluma						xey	Rusisa (кран “kran”), Doycisa (Kran), Indonesisa (keran), Niponsa (カラン “karan”)					
kerati		root	b		TRUE	carat, karat, ct		karato	quilate (_unidad de masa_), ct		Karat				meterya	Englisa (carat, karat), Espanisa (quilate), Fransesa (carat), Rusisa (карат “karat”), Doycisa (Karat), Portugalsa (quilate), Italisa (carato, carati), Indonesisa (karat), Pilipinasa (kilatis), Putunhwa (克拉 “kela”), Hindi (कैरट “kerat”), Arabisa (قِيرَاط “kirat”), Niponsa (カラット “karatto”), Telugusa (క్యారెట్ “kyaret”), Turkisa (karat), Vyetnamsa (cara), Koreasa (캐럿 “kerot”), Parsisa (قیراط “kirat”), Swahilisa (karati)					
kergedan		root	b		TRUE	rhinoceros, rhino		rinocero	rinoceronte, _Rhinocerotidae_						hewan	Hindi (खड्ग “khadg”, खड्गधेनु “khadgadhenu”), Arabisa (كَرْكَدَّن “karkadan”), Telugusa (ఖడ్గమృగం “khadgamrgam”), Turkisa (gergedan), Parsisa (کرگدن “kargadan”, کرگ “karg”)					
