Word,Category,WordClass,VerbTransitivity,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TransNote,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,See Also,TranslationFra,TranslationRus,TranslationZho
lilatex,derived,b,,FALSE,spark,,fajrero,chispa,,,,,,,lil- + atex,,,,
lilbardipul,derived,t,,FALSE,cool,,malvarmeta; malvarmete,"fresco [-a, -que] (_baja temperatura_)",,,,,,,lil- + bardi + -pul,,,,
lilbarix,derived,b.nenoj,,FALSE,drizzle,,pluveto; pluveti,llovizna; lloviznar,,,,,,,lil- + barix,,,,
lilbaytu,derived,b,,FALSE,"hut, cottage",,dometo,cabaña,,,,,,,lil- + baytu,,,,
lilbete,derived,b,,FALSE,"grandson, granddaughter, grandchild, grandchildren",,"nepo, nepito","nieto [-a, -e]",,,,,,,lil- + bete,,,,
lildexa,derived,b,,FALSE,micronation,,"mikronacio, cibernetika nacio, fantazia lando, modela lando, projekto de nova lando",micronación,,,,,,,lil- + dexa,,,,
lildolo,derived,b,,FALSE,alley,,"strateto, aleo",callejón,,,,,,,lil- + dolo,,,,
lilhaha,derived,b.nenoj,,FALSE,giggle,,"subrido, kaŝrido; subridi, kaŝridi",reírse nerviosamente,,,,,,,lil- + haha,,,,
liljabal,derived,b,,FALSE,hill,,monteto,"colina, cerro, monte",,,,,,,lil- + jabal,,,,
lilkitabu,derived,b,,FALSE,booklet,,libreto,folleto,,,,,,,lil- + kitabu,,,,
lilloga,derived,b.oj,,FALSE,whisper,,"flustro, direto; flustri, direti",susurrar,,,,,,,lil- + loga,,,,
lilmegu,derived,b,,FALSE,"cloudlet, cloudling",,nubeto,nubecilla,,,,,,,lil- + megu,,,,
lilmo,derived,m,,FALSE,"(a) little (_of degree, rather than quantity_), (a) little bit, slightly",,"iomete, ete","un poco (_de grado, no de cantidad_)",,,,daymo,,,lil- + -mo,,,,
lilmwa,derived,b.oj,,FALSE,peck,,kiseto; kiseti,besito; dar un besito,,,,,,,lil- + mwa,,,,
lilnahir,derived,b,,FALSE,"stream, brook",,rivereto,arroyo,,,,,,,lil- + nahir,,,,
lilnavi,derived,b,,FALSE,boat,,"boato, barko, ŝipeto",bote (_embarcación_),,,,,,,lil- + navi,,,,
lilpala,derived,b.nenoj,,FALSE,whisper,,"flustro, paroleto; flustri, paroleti",susurro; susurrar,,,,,,,lil- + pala,,,,
lilpanda,derived,b,,FALSE,"lesser panda, red panda, panda, _Ailuridae_",,"malgranda pando, ruĝa pando","panda menor, panda rojo",,,"rosopanda, panda",,,,lil- + panda,,,,
lilpetra,derived,b,,FALSE,pebbles,,"ŝtoneto, roketo",guijarro,,,,,,,lil- + petra,,,,
lilplaneta,derived,b,,FALSE,dwarf planet,,nanplanedo,planeta enano,,,,,,,lil- + planeta,,,,
lilsigaro,derived,b,,FALSE,cigarette,,"cigaredo, cigareto","cigarrillo, cigarro",,,,,,dava,lil- + sigaro,,,,
lilsoksu,derived,b,,FALSE,ankle sock,,ŝtrumpeto(j),calcetín de tobillo,,Socke(n),,,,labas,lil- + soksu,,,,
lilsomno,derived,b.nenoj,,FALSE,nap; take a nap,,dormeto; dormeti,siesta,,,,,,,lil- + somno,,,,
liltermopul,derived,t,,FALSE,lukewarm,,varmeta; varmete,"tibio [-a, -e]",,,,,,,lil- + termo + -pul,,,,
liltunge,derived,b,,FALSE,keg,,bareleto,barril,,,,,,,lil- + tunge,,,,
lilvento,derived,b.nenoj,,FALSE,breeze,,venteto; venteti,brisa,,,,,,,lil- + vento,,,,
lilxaher,derived,b,,FALSE,"borough, town",,urbeto,"barrio, pueblo",,,,,,,lil- + xaher,,,,
lilya ,derived,b,,FALSE,smallness,,"malgrandeco, eteco",pequeñez,,,,dayya,,,lil + -ya,,,,
lilyao,derived,b.oj,,FALSE,nibble,,mordeto; mordeti,mordisquear,,,,,,,lil- + yao,,,,
lima,root,num,,TRUE,five,,kvin,cinco,,fünf,,,,,"Indonesisa (lima), Pilipinasa (lima), Sundasa (lima)",,,,
limades,derived,num,,FALSE,fifty,,kvindek,cincuenta,,,,,,,lima + des,,,,
limadesyum,derived,t,,FALSE,(the) fiftieth,,kvindeka; kvindeke,"quincuagésimo [-a, -e]",,,,,,,lima + des + -yum,,,,
limagon,derived,b,,FALSE,pentagon,,"kvinangulo, kvinlatero",pentágono,,,,,,,lima + -gon,,,,
limaple,derived,t,,FALSE,"quintuple, fivefold",,kvinobla; kvinoble,quíntuple,,,,,,,lima + -ple,,,,
limayum,derived,t,,FALSE,(the) fifth,,kvina; kvine,"quinto [-a, -e]",,,,,,,lima + -yum,,,,
limite,root,b.oj,,TRUE,limit; limit,,limo; limigi,límite,,,,,,,"Englisa (limit), Fransesa (limite), Doycisa (Limes), Rusisa (лимит “limit”), Espanisa (límite), Turkisa (limit)",,,,
limitexey,derived,b,,FALSE,limitation,,"limaĵo, limigo",limitación,,,,,,,limite + -xey,,,,
limon,root,b,,TRUE,lemon,,"limono, citrono","limón (amarillo), _Citrus_ × _limon_, citrón, limón real",,,,,,"fruta, yamxey","Englisa (lemon), Rusisa (лимон “limon”), Espanisa (limón), Indonesisa (lemon, limun), Pilipinasa (limon), Niponsa (レモン “remon”), Hangusa (레몬 “remon”), Arabisa (ليمون “laymūn”), Swahilisa (limau), Parsisa (لیمون‎ “limun”), Turkisa (limon)",,,,
limonsui,derived,b,,FALSE,lemonade,,limonado,"limonada, agua de limón amarillo",,,,,,,limon + sui,,,,
limu,root,b,,TRUE,lime,,"limeo, verda citrono","limón (verde), _Citrus_, limón agrio",,,,,,"fruta, yamxey","Englisa (lime), Fransesa (lime), Rusisa (лайм “lajm”), Espanisa (lima), Putunhwa (莱姆 “láimǔ”), Niponsa (ライム “raimu”), Hangusa (라임 “raim”), Arabisa (ليم “laym”, لَيْمُ “laymu”), Parsisa (لیمو “limu”), Swahilisa (dimu)",,,,
limusui,derived,b,,FALSE,limeade,,limeakvo,agua de limón verde,,,,,,,limu + sui,,,,
linea,root,b,,TRUE,line,,linio,línea,,,,,,,"Englisa (linear), Fransesa (linéaire), Doycisa (linear), Rusisa (линия “liniya”), Espanisa (línea), Pilipinasa (linya), Turkisa (lineer)",,,,
linfa,root,b,,TRUE,lymph,,limfo,linfa,,Lymphe,,,,medis,"Englisa (lymph, lymphatic), Espanisa (linfa), Fransesa (lymphe, lymphatique), Rusisa (лимфа “limfa”), Doycisa (Lymphe), Portugalsa (linfa), Italisa (linfa), Indonesisa (limfa), Pilipinasa (limpa), Putunhwa (淋巴 “linba”), Arabisa (لمف “lmf”), Niponsa (リンパ “rinpa”), Turkisa (lenf, lenfatik), Hangusa (림프 “rimpu”), Parsisa (لنف “lnf”), Swahilisa (limfu)",,,,
linku,root,b.oj,,TRUE,"connection, link; connect, link",,ligo; ligi,"conexión, enlace; conectar, enlazar",,,,,,,"Doycisa (Link), Englisa (link), Rusisa (линк “link”), Fransesa (lien), Hindi (लिंक “link”), Parsisa (لینک‎ “link”), Telugusa (లింక్ “link”), Niponsa (リンク “rinku”), Vyetnamsa (liên kết), Parsisa (لینک‎ “link”), Gwondunsa (连结 “lingit”), Ivrisa (לִינְק‎ “link”)",,,,
linkulexi,derived,b,,FALSE,conjunction,,konjunkcio ,conjunción,,,,,,gramati,linku + -lexi,,,,
linkutul,derived,b,,FALSE,(hyper)link,"link, hyperlink",ligilo,"(hiper)enlace, (hiper)vínculo, liga, link",,,,,,,linku + -tul,,,,
linxam,root,b,,FALSE,"fir, _Abies_",,abio,"abeto, _Abies_",,,,,,"planta, drevo","Putunhwa (冷杉 “lengxan”), Vyetnamsa (linh sam)",,,,
linxe,root,b,,FALSE,lynx,,linko,"lince, _Lynx_",,,,,,hewan,"Englisa (lynx), Espanisa (lince), Fransesa (lynx), Doycisa (Luchs), Rusisa (рысь “ris”), Indonesisa (lingse), Pilipinasa (linse), Hindi (लिंक्स “links”), Niponsa (リンクス “rinkusu”), Vyetnamsa (linh miêu), Swahilisa (linksi)",,,,
lista,root,b,,TRUE,list,,listo,lista,,,,,,,"Englisa (list), Fransesa (liste), Doycisa (Liste), Espanisa (lista), Turkisa (liste), Pilipinasa (listahan), Hindi (लिस्ट “list”), Parsisa (لیست “list”), Niponsa (リスト “risuto”)",,,,
literatur,root,b,,TRUE,literature,,literaturo,literatura,,,,,,,"Englisa (literature), Fransesa (littérature), Doycisa (Literatur), Rusisa (литература “literatura”), Espanisa (literatura), Turkisa (literatür), Indonesisa (literatur), Pilipinasa (literatura)",,,,
literaturli,derived,t,,FALSE,literary,,literatura; literature,"literario [-a, -e]",,,,,,,literatur + -li,,,,
litro,root,b,,TRUE,"liter, L",,litro,"litro (_unidad de volumen_), L",,,,,,meterya,"Englisa (liter), Fransesa (litre), Doycisa (Liter), Rusisa (литр “litr”), Espanisa (litro), Arabisa (لِتْر “litr”), Hindi (लीटर “litar”), Parsisa (لیتر “litar”), Turkisa (litre), Indonesisa (liter), Swahilisa (lita), Vyetnamsa (lít), Niponsa (リットル “rittoru”), Telugusa (లీటరు “litaru”), Hangusa (리터 “rito”)",,,,
lityum,root,b,,TRUE,"lithium, Li",,litio,"litio, Li",,,,,,kimikali monlari,"Englisa (lithium), Espanisa (litio), Arabisa (لِيثْيُوم “lityum”), Fransesa (lithium), Rusisa (литий “litiy”), Indonesisa (litium), Doycisa (Lithium), Niponsa (リチウム “riciumu”), Telugusa (లిథియం “lityam”), Turkisa (lityum), Hangusa (리튬 “rityum”), Vyetnamsa (lithi, liti), Parsisa (لیتیم “litiyom”), Swahilisa (lithi), Pilipinasa (lityo, lityum)",,,,
liu,root,b,,TRUE,"willow, sallow, osier, withy, _Salix_ (tree)",,saliko,"sauce, _Salix_",,,,,,"planta, drevo","Putunhwa (柳 “liǔ”), Niponsa (柳 “ryu”), Vyetnamsa (liễu), Hangusa (유 “yu”)",,,,
livermoryum,root,b,,TRUE,livermorium,,livermorio,"livermorio, Lv",,,,,,kimikali monlari,"Englisa (livermorium), Putunhwa (鉝 “li”), Hindi (लिवरमोरियम “livarmoriyam”), Espanisa (livermorio), Arabisa (ليفرموريوم “lifrmuryum”), Fransesa (livermorium), Rusisa (ливерморий “livermoriy”), Indonesisa (livermorium), Doycisa (Livermorium), Niponsa (リバモリウム “ribamoriumu”), Telugusa (లివర్‌మోరియం “livermoriyam”), Turkisa (livermoryum), Hangusa (리버모륨 “ribamoryum”), Vyetnamsa (livermori), Parsisa (لیورموریوم “livermoriyom”), Swahilisa (livermori), Pilipinasa (livermoryo)",,,,
lixiku,root,b,,TRUE,interest (_finance_),,"interezo, rentumo",interés (_finanzas_),,,,,,,"Putunhwa (利息 “lixi”), Niponsa (利子 “rixi”, 利息 “risoku”), Vyetnamsa (lợi tức), Hangusa (이식 “ixik”), Utarahangusa (리식 “rixik”)",,,,
lizarde,root,b,,TRUE,lizard,,lacerto,"lagartija, lagarto, lagartezna, _Squamata_ (_excepto Serpentes, Amphisbaenia, y Mosasauroidea_)",,,,,,hewan,"Englisa (lizard), Fransesa (lézard), Arabisa (الْعِظَاء “al-ʿiẓāʾ”), Maharaxtrasa (सरडे “saraḍē”)",,,,
lobo,root,b,,TRUE,"lobe, lobo-",,lobo,"lóbulo, lobo(-) (_porción redondeada y saliente_)",,,,,,,"Englisa (lobe, lobo-), Fransesa (lobe, lobo-), Espanisa (lóbulo, lobo-), Rusisa (лобо- “lobo-”), Doycisa (Lappen, lobo-), Indonesisa (lobus, lobo-), Pilipinasa (lobo), Telugusa (లోబో- “lobo-”), Turkisa (lob, lobo-), Parsisa (لوب “lob”)",,,,
lobuster,root,b,,TRUE,"lobster, _Nephropidae_",,langusto,"langosta, bogavante, _Nephropidae_",,,,,,hewan,"Englisa (lobuster), Niponsa (ロブスター “robusuta”), Espanisa (langosta), Rusisa (лобстер “lobster”), Indonesisa (lobster), Hindi (लॉब्स्टर “lobstar”)",,,,
loga,root,b.oj,,TRUE,"statement, utterance; say, tell, state, utter",,diro; diri,"declaración, enunciación; decir, declarar, enunciar",,,,,,,"Englisa (dialogue, monologue), Fransesa (dialogue), Doycisa (Dialog), Rusisa (диалог “dialog”), Espanisa (dialoga), Pilipinasa (diyalogo), Indonesisa (dialog), Turkisa (diyalog)",,,,
logalari,derived,b,,FALSE,"dialog, dialogue (_script_)",,dialogo,"diálogo, guion, libreto",,,,,,,loga + -lari,,,,
logaritma,root,b,,TRUE,logarithm,,logaritmo,logaritmo,,,,,,,"Englisa (logarithm), Espanisa (logaritmo), Fransesa (logaritme), Rusisa (логарифм “logarifm”), Doycisa (Logaritmus), Portugalsa (logaritmo), Italisa (logaritmo), Indonesisa (logaritma), Pilipinasa (logaritmo), Arabisa (لُوغَارِثْم “luḡariṯm”), Turkisa (logaritma), Vyetnamsa (lô-ga-rít), Hangusa (로그 “rogu”), Parsisa (لگاریتم “logâritm”), Swahilisa (logi)",,,,
logi,root,b,,TRUE,"specialty, science (of), philosophy (of), study (of), art (of)",,"fako, scienco (de), filozofio (de), studo (de), arto (de)","especialidad, ciencia, filosofía, estudio, arte",,,,,,,"Englisa (-ology), Fransesa (-logie), Doycisa (-logie), Rusisa (-логия “-logiya”), Espanisa (-logía), Indonesisa (-logi), Pilipinasa (-lohiya), Turkisa (-loji), Swahilisa (saikolojia)",,,,
logika,root,b,,TRUE,logic,,logiko,lógica,,,,,,,"Englisa (logic), Fransesa (logique), Doycisa (Logik), Rusisa (логика “lógika”), Espanisa (lógica), Indonesisa (logika), Pilipinasa (lohika)",,,,
logikali,derived,t,,FALSE,logical; logically,,logika; logike,"lógico [-a, -que]; lógicamente",,,,,,,logika + -li,,,,
loka,root,b.nenoj,,TRUE,"location, place, site, position; be located, be found, be situated",,loko,"ubicación, lugar, sitio, posición; encontrarse, ubicarse, situarse",,,,,,,"Englisa (location), Fransesa (local), Doycisa (Lokalisierung), Espanisa (local), Rusisa (локальный “lokalniy”), Indonesisa (lokasi), Turkisa (lokal)",,,,
lokagi,derived,b.oj,,FALSE,situate,,"lokigo; loki, lokigi, situigi",situar,,,,,,,loka + -gi,,,,
lokali,derived,t,,FALSE,local; locally,,loka; loke,local; localmente,,,,,,,loka + -li,,,,
lokamon,derived,b,,FALSE,spot ,,loko,"lugar, sitio",,,,,,,loka + -mon,,,,
lokayen,derived,b,,FALSE,local,,"lokano, lokulo",local (_persona_),,,,,,,loka + -yen,,,,
lori,root,b,,TRUE,"truck, lorry, camion",,"kamiono, ŝargaŭto","camión (de carga), camioneta",,,,,,calyo,"Englisa (lorry), Malaysisa (lori), Hindi (लारी “lari”), Arabisa (لُورِي “luri”), Telugusa (లారీ “lari”), Swahilisa (lori)",,,,
losyon,root,b,,TRUE,lotion,,"(malalte viskoza) haŭtoŝmiraĵo, locio",loción,,,,,,,"Englisa (lotion), Espanisa (loción), Fransesa (lotion), Rusisa (лосьон “losyon”), Doycisa (Lotion), Indonesisa (losion), Pilipinasa (losyon), Hindi (लोशन “loxan”), Niponsa (ローション “roxon”), Telugusa (లోషన్ “losen”), Turkisa (losyon), Hangusa (로션 “rosyon”), Parsisa (لوسیون “losyon”), Swahilisa (losheni)",,,,
loteri,root,b,,TRUE,lottery,,loterio,lotería,,,,,,dom,"Englisa (lottery), Espanisa (lotería), Fransesa (loterie), Rusisa (лотерея “lotereya”), Doycisa (Lotterie), Indonesisa (lotre, lotere), Pilipinasa (loteriya), Putunhwa (乐透 “letow”), Hindi (लॉटरी “lotri”, लाटरी “latri”), Telugusa (లాటరీ “latari”), Turkisa (lotarya), Parsisa (لاتاری “latari”)",,,,
Lubanon,proper word,su n,,TRUE,Lebanon,,Libano,Líbano,,,,,,dexa,Arabisa (لبنان‎ “Lubnān”),,,,
Lubanonyen,derived,b,,FALSE,Lebanese (person),,libanano,"libanés [a, e] (_persona_)",,,,,,,Lubanon + -yen,,,,
lubi,root,b.oj,,TRUE,love; love,,amo; ami,amor; amar,,,,,,,"Rusisa (любить “lyubit”), Englisa (love), Doycisa (Liebe), Hindi (लुभ्यति “lubyati”)",,,,
lubidoste,derived,b,,FALSE,"partner, boyfriend, girlfriend",,"koramiko, koramokino","pareja, novio [-a, -e]",,,,,,,lubi + doste,,,,
lubilaye,derived,t,,FALSE,lovable; lovably,,aminda; aminde,amable,,,,,,,lubi + -laye,,,,
lubiyen,derived,b,,FALSE,lover,,amanto,amante,,,,,,,lubi + -yen,,,,
lubrika,root,b.oro,agentless,TRUE,lubrication; lubricate,,"lubriko; lubrikiĝi, lubriki","lubricación; lubricar, lubricarse",,,,,,,"Englisa (lubrication, lubricate), Espanisa (lubricación), Fransesa (lubrification), Indonesisa (lubrikasi), Pilipinasa (lubrikasyon), Turkisa (lubrikasyon)",,,,
ludan,root,b,,TRUE,brigade,,brigado,brigada,,,,,,,"Putunhwa (旅团 “lutwan”), Niponsa (旅団 “ryodan”), Hangusa (여단 “yodan”), Vyetnamsa (lữ đoàn)",,,,
ludu,root,b,,FALSE,funnel,,funelo; funeli,"embudo; encauzar, canalizar",,,,,,tul,"Putunhwa (漏斗 “lowdow”), Hangusa (누두 “nudu”), Niponsa (漏斗 “roto”)",,,,
lukso,root,b,,TRUE,luxury,,lukso,lujo,,,,,,,"Doycisa (Luxus), Englisa (luxury), Espanisa (lujo), Fransesa (luxe), Rusisa (люкс “lyuks”), Pilipinasa (luho), Turkisa (lüks), Hindi (डीलक्स “dilaks”), Telugusa (డీలక్స్ “dilaks”)",,,,
luksopul,derived,t,,FALSE,luxurious; luxuriously,,luksa; lukse,"lujoso [-a, -e]; lujosamente",,,,,,,lukso + -pul,,,,
lula,root,,,FALSE,lull,,lulo; luli,"canción de cuna, canto de cuna, arrullo, nana; arrullar, adormecer",,,,,,,"Englisa (lull, lullaby), Espanisa (arrullar), Doycisa (lullen), Pilipinasa (lulay), Telugusa (జోల “jola”, లాలి “lali”), Parsisa (لالا کردن “lâlâ kardan”, لالایی “lâlâyi”), Putunhwa (摇篮曲 “yawlancu”), Niponsa (ラバイ “rarabay”), Hindi (लोरी “lori”)",,,,
lumen,root,b,,TRUE,"lumen (unit), lm",,lumeno,"lumen (_unidad de flujo luminoso_), lm",,Lumen,,,,meterya,"Englisa (lumen), Espanisa (lumen), Fransesa (lumen), Rusisa (люмен “lyumen”), Doycisa (Lumen), Indonesisa (lumen), Pilipinasa (lumen), Putunhwa (流明 “lyuming”), Hindi (ल्यूमेन “lyumen”), Arabisa (لُومِن “lumin”), Niponsa (ルーメン “rumen”), Turkisa (lumen, lümen), Hangusa (루멘 “rumen”), Vyetnamsa (lumen), Parsisa (لومن “lumen”)",,lumen,люмен,流明
lumin,root,b.oj,,TRUE,"light; illuminate, emit light (on)",,"lumo; ilumini, lumigi, lumi","luz; alumbrar, iluminar",,,,,,,"Englisa (illuminate), Fransesa (illuminer), Doycisa (Illumination), Rusisa (иллюминация “illyuminatsiya”), Espanisa (iluminar), Niponsa (イルミネーション “iruminexon”)",,,,
luminkal,derived,t,,FALSE,dark; darkly,,"senluma, malluma; senlume, mallume","oscuro [-a, -e]",,,,luminpul,,,lumin + -kal,,,,
luminnyan,derived,b,,FALSE,"light year, ly",,lumjaro,año luz (_unidad de longitud_),,,,,,meterya,lumin + nyan,,,,
luminpul,derived,t,,FALSE,"bright, light",,luma; lume,"luminoso [-a, -e]",,,,luminkal,,,lumin + -pul,,,,
lumintowa,derived,b,,FALSE,lighthouse,,lumturo,faro (_torre con luz para navegantes_),,,,,,dom,lumin + towa,,,,
Luna,proper word,su n,,TRUE,Earth's moon,"moon, the moon, Earth's moon",la Luno de la Tero,luna (_de la Tierra_),,,,,,,"Englisa (lunar), Fransesa (lune, lunaire), Doycisa (lunar), Espanisa (luna), Rusisa (луна “luna”)",,,,
lunadin,derived,b,,FALSE,Monday,,lundo,lunes,,,,,,din,Luna + -din,,,,
lunalumin,derived,b,,FALSE,moonlight,,lunlumo,luz de luna,,,,,,,luna + lumin,,,,
lungo,root,t,,TRUE,long; longly,,longa; longe,"largo [-a, -ue]",,,,kurto,,,"Englisa (long), Doycisa (lang), Fransesa (long), Italisa (lungo), Rumanisa (lung), Portugalsa (longo)",,,,
lungoje,derived,b,,FALSE,length,,longeco (mezuro),"longitud, largo",,,,,,,lungo + -je,,,,
lungowatuli,derived,t,,FALSE,"long-term, long-time",,"longtempa, longdaŭra; longtempe",de largo plazo,,,,kurtowatuli,,,lungo + watu + -li,,,,
lungoya,derived,b,,FALSE,length,,longeco,"longitud, largo",,,,,,,lungo + -ya,,,,
lutesyum,root,b,,TRUE,"lutetium, Lu",,lutecio,"lutecio, Lu",,,,,,kimikali monlari,"Englisa (lutetium), Putunhwa (镥 “lu”), Espanisa (lutecio), Arabisa (لُوتِيتْيُوم “lutityum”), Fransesa (lutécium), Rusisa (лютеций “lyutetsiy”), Indonesisa (lutesium), Doycisa (Lutetium), Niponsa (ルテチウム “ruteciumu”), Telugusa (లుటీషియం “lutixiyam”), Turkisa (lütesyum), Hangusa (루테튬 “rutetyum”), Vyetnamsa (luteti), Parsisa (لوتتیم “lutetyom”), Swahilisa (luteti), Pilipinasa (lutesyo)",,,,
lutra,root,b,,TRUE,"otter, _Lutrinae_",,lutro,"nutria, _Lutrinae_",,,,,,hewan,"Espanisa (lutria), Fransesa (loutre), Hindi (उद्र “udra”), Telugusa (ఉద్రము “udramu”), Turkisa (lutr), Rusisa (выдра “vudra”), Englisa (otter), Doycisa (Otter), Swahilisa (ota)",,,,
Lutsemburgi,proper word,su n,,TRUE,Luxembourg,,"Luksemburgo, Luksemburgio",Luxemburgo,,,,,,dexa,"Lutsemburgisa (Lëtzebuerg), Fransesa (Luxembourg), Doycisa (Luxemburg)",,,,
Lutsemburgili,derived,t,,FALSE,"Luxembourgish, Luxembourgian",,luksemburga,"luxemburgués [a, e]",,,,,,,Lutsemburgi + -li,,,,
Lutsemburgisa,derived,b,,FALSE,Luxembourgish (language),,la luksemburga (lingvo),(idioma) luxemburgués,,,,,,basa,Lutsemburgi + -sa,,,,
Lutsemburgiyen,derived,b,,FALSE,Luxembourger,,luksemburgano,"luxemburgués [a, e] (_persona_)",,,,,,,Lutsemburgi + -yen,,,,
lutuf,root,b,,TRUE,kindness,,bonvolo,"amabilidad, bondad",,,,,,,"Arabisa (لطف “ltf”), Parsisa (لطف “ltf”), Turkisa (lütfen, lütuf)",,,,
lutuffil,derived,t,,FALSE,"kind, nice; kindly, nicely",,"bonvolema, afabla, komplezema; bonvoleme","cortés, amable; cortésmente, amablemente",,,lutufpul,,,,lutuf + -fil,,,,
lutufkal,derived,t,,FALSE,"unkind, mean; unkindly",,"malbonvola, malafabla, malkompleza; malbonvole","antipático [-a, -que], mezquino [-a, -e]; antipáticamente, mezquinamente",,,,lutufpul,,,lutuf + -kal,,,,
