Word,Category,WordClass,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,TranslationFra,TranslationRus,TranslationZho
medis,root,n/f.oj,TRUE,"medicine (_practice_); medicate, treat",,medicino; kuraci,"medicina; medicar, tratar",,,,,,"Englisa (medicine), Fransesa (médecine), Doycisa (Medizin), Rusisa (медицина “meditsina”), Espanisa (medicina), Pilipinasa (medisina)",,,
medisdoku,derived,n,FALSE,prescription,,"(medicina) preskribo, (kuraca) preskribo",receta médica,,,,,,medis + -doku,,,
medisdom,derived,n,FALSE,clinic,,kliniko,clínica,,,,,,medis + -dom,,,
medisente,derived,n,FALSE,"medication, medicine",,"medikamento, kuracilo",medicamento,,,,,,medis + -ente,,,
medisli,derived,t,FALSE,medical,,"medicina, kuraca",médico,,,,,,medi + -li,,,
medisya,derived,n,FALSE,(medical) treatment,,kuracado,tratamiento (médico),,,,,medis,medis + -ya,,,
medisyen,derived,n,FALSE,"physician, doctor",,kuracisto,médico (_persona_),,,,,,medis + -yen,,,
medita,root,n/f.nenoj,TRUE,meditation; meditate,,medito; mediti,meditación; meditar,,,,,,"Doycisa (Meditation), Englisa (meditation), Espanisa (meditación), Fransesa (méditation), Rusisa (медитация “meditaciya”), Indonesisa (meditasi), Turkisa (meditasyon), Parsisa (مدیتیشن “mediteyshen”)",,,
medya,root,n,TRUE,"medium, media",,"medio(j) de komuniko, komunikilo, amaskomunikilo",medio de comunicación,,,,,,"Englisa (media), Fransesa (médias), Doycisa (Medien), Espanisa (medios), Putunhwa (媒体 “méitǐ”), Hindisa (माध्यम “mādhyam”), Telugusa (మాధ్యమం “mādhyamaṁ”), Indonesisa (media), Turkisa (medya), Niponsa (メディア “media”), Hangusa (미디어 “midio”), Parsisa (مدیا “mediá”)",,,
mega,root,num,TRUE,"million, one million",,miliono,"mega-, 1 × 10^6, millón, M",,,,,,"Englisa (mega-), Fransesa (mégamètre), Doycisa (Megameter), Rusisa (мега- “mega-”), Espanisa (megametro), Indonesisa (mega-), Pilipinasa (mega-), Arabisa (ميغا “mega-”), Hindisa (मेगा- “mega-”), Niponsa (メガ “mega”), Hangusa (메가- “mega-”), Turkisa (megametre), Parsisa (مگا “mega-”), Vyetnamsa (megamet), Swahilisa (megamita)",,,
megagon,derived,n,FALSE,"megagon, 1,000,000-gon","megagon, 1/,000/,000","milionangulo, milionlatero",hectamiriágono,,,,,,mega + gon,,,
meganyan,derived,n,FALSE,megayear,,jarmiliono,"millón de años, cron",,,,,,mega + nyan,,,
megayum,derived,t,FALSE,"millionth, one millionth",,miliona; milione,millonésimo,,,,,,mega + -yum,,,
megu,root,n,TRUE,cloud,,nubo,nube,,,,,,"Hindisa (मेघ “megh”), Telugusa (మేఘము “mēghamu”)",,,
mehman,root,n,TRUE,guest,,gasto,"invitado, huésped",,,,,insan,"Hindisa (मेहमान “mehmaan”), Parsisa (مهمان “mehman”)",,,
mehmandom,derived,n,FALSE,hostel,,gastejo,"pensión, fonda, hostal",,,,,,mehman + -dom,,,
mehmangi,derived,n/f.oj,FALSE,host,,gastigo; gastigi,hospedar,,,,,,mehman + -gi,,,
mehmangiyen,derived,n,FALSE,host,,gastiganto,anfitrión,,,,,,mehmangi + -yen,,,
mekani,root,n,TRUE,mechanism,,"mekanismo, meĥanismo, mekanikaĵo, meĥanikaĵo",mecanismo,,,,,,"Englisa (mechanism, mechanic), Fransesa (mécanisme, mécanique), Doycisa (Mechanismus, Mechanik), Rusisa (механизм “mehanizm”, механика “mehanika”), Espanisa (mecanismo, mecánica), Parsisa (مکانیزم “mekânizm”, مکانیک “mekânik”), Turkisa (mekanizma, mekanik), Indonesisa (mekanika), Pilipinasa (mekanismo, mekanika), Niponsa (メカニズム “mekanizumu”), Hangusa (메커니즘 “mekonijum”)",,,
mekanili,derived,t,FALSE,"mechanic, mechanical, mechanically",,"meĥanika, mekanika, meĥanike, mekanike",mecánico,,,,,,mekani + -li,,,
mekanilogi,derived,n,FALSE,mechanics,,"meĥaniko, mekaniko",mecánica (_ciencia_),,,,,,mekani + -logi,,,
mekaniyen,derived,n,FALSE,mechanic,,"meĥanikisto, mekanikisto",mecánico (_persona_),,,,,,mekani + -yen,,,
melase,root,n,TRUE,"molasses, treacle",,melaso,melaza,,,,,yamxey,"Englisa (molasses), Espanisa (melaza), Fransesa (mélasse), Rusisa (меласса ""melassa""), Doycisa (Melasse), Indonesisa (molase), Pilipinasa (melasa), Turkisa (melas), Parsisa (ملاس ""malâs"")",,,
meli,root,t,TRUE,"beautiful, beautifully, pretty",,bela; bele,"hermoso, bonito",,,colo,,,"Putunhwa (美丽 “měilì”), Vyetnamsa (mĩ lệ)",,,
meli-,affix,lfik,TRUE,"beautiful, pretty",,bel-,"hermoso, bonito",,,colo-,,,Am oko _meli_.,,,
melibon,derived,t,FALSE,"nice, sweet",,"bona, dolĉa; bone, dolĉe","excelente, agradable",,,,,intrelogalexi,meli- + bon,,,
melieskri,derived,n/f.oro.a,FALSE,calligraphy,,"kaligrafio, belskribo; belskribi",caligrafía,,,,,,meli- + eskri,,,
meliya,derived,n,FALSE,beauty,,beleco,belleza,,,,,,meli + -ya,,,
meliyen,derived,n,FALSE,"beauty, beautiful one",,belulo,bello (_persona_),,,,,,meli + -yen,,,
melodi,root,n,TRUE,melody,,melodio,melodía,,,,,,"Englisa (melody), Fransesa (mélodie), Doycisa (Melodie), Rusisa (мелодия “melodiya”), Espanisa (melodía), Indonesisa (melodi), Pilipinasa (melodiya), Turkisa (melodi), Niponsa (メロディー “merodī”), Hangusa (멜로디 “mellodi”)",,,
melon,root,n,TRUE,melon,,melono,"melón, _Cucurbitaceae_",,,,,"fruta, yamxey","Englisa (melon), Fransesa (melon), Indonesisa (melon), Espanisa (melón), Doycisa (Melone), Pilipinasa (milon, melon), Hindisa (मेलन “melan”), Niponsa (メロン “meron”), Hangusa (멜론 “melon”, 메론 “meron”)",,,
membro,root,n,TRUE,member,,membro,miembro,,,,,,"Englisa (member), Fransesa (membre), Espanisa (miembro), Niponsa (メンバー “memba”), Hangusa (멤버 “membo”)",,,
membrocu,derived,n/f.nenoj,FALSE,"become a member, join",,membriĝo; membriĝi,"hacerse miembro, unirse",,,,,,membro + -cu,,,
meme,root,n,TRUE,"sheep, _Ovis aries_",,ŝafo,"oveja, _Ovis aries_",,,,,hewan,"kwasilexi - Niponsa (メーメー ""mē mē""), Hangusa (매 ""mae""), Turkisa (me, mee, melemek), Pilipinasa (mee, me, mumee), Doycisa (mäh), Arabisa (مأمأة ""ma'ma'a""), Putunhwa (咩 ""miē""), Indonesisa (mbee)",,,
memelari,derived,n,FALSE,"flock, flock of sheep",,ŝafaro,rebaño de ovejas,,,,,,meme + -lari,,,
mememaso,derived,n,FALSE,mutton,,ŝafaĵo,borrego (carne),,,,,,meme + -maso,,,
memesa,derived,n/f.nenoj,FALSE,"meh, bah",,"ŝafbleko, beo; ŝafbleki, bei",balido; balar,,,,,,meme + -sa,,,
memesim,derived,t,FALSE,sheepish; sheepishly,,ŝafeca; ŝafece,como borrego,,,,,,meme + -sim,,,
memeyen,derived,n,FALSE,shepherd ,,"ŝafisto, paŝisto",pastor de ovejas,,,,,,meme + -yen,,,
memori,root,n/f.oro.a,TRUE,"memory, recollection; remember, recall",,memoro; memori,"memoria, recuerdo; recordar, acordarse de",,,,,,"Englisa (memory), Fransesa (mémoire), Espanisa (memoria), Indonesisa (memori), Pilipinasa (memorya), Niponsa (メモリ “memori”), Hangusa (메모리 “memori”)",,,
memorigi,derived,n/f.oj,FALSE,reminder; remind,,memorigo; memorigi,recordatorio; (hacer) recordar,,,,,,memori + -gi,,,
memorikalya,derived,n,FALSE,amnesia,,"senmemoro, amnezio",amnesia,,,,,,memori + -kal + -ya,,,
memorikarta,derived,n,FALSE,flashcard,,fulmokarto,"tarjeta (para memorizar), ficha",,,,,,memori + karta,,,
memorilaye,derived,t,FALSE,memorable,,memorinda; memorinde,memorable,,,,,,memori + -laye,,,
memoriosis,derived,n,FALSE,amnesia,,amnezio,amnesia,,,,,,memori + -osis,,,
mena,root,n/f.oj,TRUE,"meaning, sense; mean",,signifo; signifi,"significado, sentido; significar",,,,,,"Arabisa (معنى “maenaa”), Swahilisa (maana), Parsisa (معنی “mani”, “mana”), Turkisa (manâ), Hindisa (मअनी “maani”), Englisa (mean)",,,
menagi,derived,n/f.oj,FALSE,definition; define,,difino; difini,definición; definir,,,,,,mena + -gi,,,
menalari,derived,n,FALSE,dictionary,,"vortaro, signifaro",diccionario,,,,,,mena + -lari,,,
menapul,derived,t,FALSE,"meaningful, significant; meaningfully, significantly",,signifa; signife,significativo; significativamente,,,,,,mena + -pul,,,
mendelevyum,root,n,TRUE,mendelevium,,Mendelevio,"mendelevio, Md",,,,,kimikali monlari,"Englisa (mendelevium), Putunhwa (鍆 “men”), Hindisa (मेण्डेलीवियम “mendeliviyam”), Espanisa (mendelevio), Arabisa (مَنْدَلِفْيُوم “mandalifyum”), Fransesa (mendélévium), Rusisa (менделевий “mendeleviy”), Indonesisa (mendelevium), Doycisa (Mendelevium), Niponsa (メンデレビウム “menderebiumu”), Telugusa (మెండలీవియం “mendaliviyam”), Turkisa (mendelevyum), Hangusa (멘델레븀 “mendelebyum”), Vyetnamsa (mendelevi), Parsisa (مندلیفیم “mendelefiyom”), Swahilisa (mendelevi), Pilipinasa (mendelebyo)",,,
meniki,root,n/f.oj,TRUE,immunity; immunize,,imuno,inmunidad; inmunizar,,,,,,"Putunhwa (免疫 ""myenyi""), Niponsa (免疫 ""meneki""), Vyetnamsa (miễn dịch), Hangusa (면역 ""myonyok""), Parsisa (ایمنی ""imeni"")",,,
menu,root,n,TRUE,menu,,menuo,menú,,,,,,"Englisa (menu), Fransesa, Indonesisa, Espanisa (menú), Rusisa (меню “menyu”), Doycisa (Menü), Turkisa, Hindisa (मेनू “menu”), Arabisa (منيو “minyu”), Niponsa (メニュー “menyū”), Telugusa (మెనూ/మెను “menu”), Hangusa (메뉴 “menyu”), Parsisa (منو “menu”), Swahilisa (menyu)",,,
menxar,root,n/f.oro.a,TRUE,saw (_tool_),,segilo; segi,sierra (_herramienta_),,,,,,"Arabisa (مِنْشَار “minxar”), Parsisa (منشار “menxar”), Azerbayjansa (mişar)",,,
merasem,root,n,TRUE,ceremony,,ceremonio,ceremonia,,,,,,"Arabisa (مراسم “marasim”), Parsisa (مراسم “marâsem”), Turkisa (merasim)",,,
merasemli,derived,t,FALSE,ceremonial; ceremonially,,ceremonia; ceremonie,ceremonial; ceremonialmente,,,,,,merasem + -li,,,
mesa,root,n,TRUE,table,,tablo,mesa,,,,,,"Espanisa (mesa), Pilipinasa (mesa), Indonesisa (meja), Hindisa (मेज़ “mez”), Telugusa (మేజా “mējā”), Parsisa (میز‎ “miz”), Swahilisa (meza), Turkisa (masa)",,,
mesaje,root,n/f.oro.a,TRUE,"message, text (message); (send) message, (send) text","message, text, text message, send message, send text","mesaĝo, mesaĝeto, tekstmesaĝo; mesaĝi","mensaje; enviar mensaje, textear",,,,,,"Englisa (message), Fransesa (message), Espanisa (mensaje), Rusisa (месседж “messedj”), Malaysisa (mesej), Pilipinasa (mensahe), Hindisa (मेसेज “mesej”), Turkisa (mesaj), Niponsa (メッセージ “messēji”), Hangusa (메시지 “mesiji”)",,,
mesajeyen,derived,n,FALSE,messenger,,"mesaĝisto, mesaĝanto",mensajero,,,,,,mesage + -yen,,,
mesakumax,derived,n,FALSE,tablecloth,,tablotuko,mantel,,,,,,mesa + -kumax,,,
mesatenis,derived,n,FALSE,"table tennis, pingpong",,tabloteniso,"tenis de mesa, _ping-pong_, pimpón",,,,,,mesa + tenis,,,
mesi,root,n,TRUE,month,,monato,mes,,,,,,"Espanisa (mes), Fransesa (mois), Rusisa (месяц “mesyats”), Banglasa (মাস “māsa”), Swahilisa (mwezi)",,,
mesi care,phrase,n,FALSE,April,,Aprilo,abril,,,,,,"mesi, care",,,
mesi des,phrase,n,FALSE,October,,Oktobro,octubre,,,,,,"mesi, des",,,
mesi des dua,phrase,n,FALSE,December,,Decembro,diciembre,,,,,,"mesi, des, dua",,,
mesi des un,phrase,n,FALSE,November,,Novembro,noviembre,,,,,,"mesi, des, un",,,
mesi dua,phrase,n,FALSE,February,,Februaro,febrero,,,,,,"mesi, dua",,,
mesi lima,phrase,n,FALSE,May,,Majo,mayo,,,,,,"mesi, lima",,,
mesi nue,phrase,n,FALSE,September ,,Septembro,septiembre,,,,,,"mesi, nue",,,
mesi oco,phrase,n,FALSE,August,,Aŭgusto,agosto,,,,,,"mesi, oco",,,
mesi sabe,phrase,n,FALSE,July,,Julio,julio,,,,,,"mesi, sabe",,,
mesi sisa,phrase,n,FALSE,June,,Junio,junio,,,,,,"mesi, sisa",,,
mesi tiga,phrase,n,FALSE,March,,Marto,marzo,,,,,,"mesi, tiga",,,
mesi un,phrase,n,FALSE,January,,Januaro,enero,,,,,,"mesi, un",,,
mesiridin,derived,n,FALSE,"monthiversary, monthly anniversary, mensiversary",,monatreveno,"mesiversario, aniversario mensual",,,,,,mesi + ri- + din,,,
meta,root,t,TRUE,"meta, meta-",,meta-,"meta, meta-",,,,,,"Englisa (metaphysics), Espanisa (metafísica), Fransesa (métaphysique), Rusisa (метафизика “metafizika”), Portugalsa (metafísica), Indonesisa (metafisika), Doycisa (Metaphysik), Turkisa (metafizik), Niponsa (メタ言語 “metagengo” - metabasa), Hangusa (메타언어 “metaono” - metabasa), Parsisa (متافیزیک “metafizik”), Swahilisa (metafizikia), Italisa (metafisica), Pilipinasa (metapisika)",,,
metal,root,n,TRUE,metal,,metalo,metal,,,,,,"Englisa (metal), Fransesa (métal), Doycisa (Metall), Rusisa (металл “metall”), Espanisa (metal), Indonesisa (metal), Pilipinasa (metal), Swahilisa (metali), Turkisa (metal)",,,
metallogi,derived,n,FALSE,metallurgy,,metalurgio,metalurgia,,,,,,metal + -logi,,,
meter,root,n/f.oj,TRUE,measuring device; measure,,mezuro; mezuri,medida; medir,,,,,,"Englisa (thermometer), Fransesa (thermomètre), Doycisa (Thermometer, Messer), Rusisa (термометр “termometr”), Espanisa (termómetro), Indonesisa (termometer), Hindisa (थर्मामीटर “tarmamitar”), Turkisa (termometre)",,,
meterje,derived,n,FALSE,dimension,,dimensio,dimensión,,,,,,meter + -je,,,
meterya,derived,n,FALSE,measurement,,mezurado,medida,,,,,,meter + -ya,,,
metneryum,root,n,TRUE,meitnerium,,mejtnerio,"meitnerio, Mt",,,,,kimikali monlari,"Englisa (meitnerium), Putunhwa (䥑 “may”), Hindisa (मेइट्नेरियम “meitneriyam”), Espanisa (meitnerio), Arabisa (مِيتْنِرْيُوم “meytniryum”), Fransesa (meitnérium), Rusisa (мейтнерий “meytneriy”), Indonesisa (meitnerium), Doycisa (Meitnerium), Niponsa (マイトネリウム “maitoneriumu”), Telugusa (మీట్నీరియం “mitniriyam”), Turkisa (meitneryium), Hangusa (마이트너륨 “maitunaryum”), Vyetnamsa (meitneri), Parsisa (مایتنریم “maytneriyom”), Swahilisa (meitneri), Pilipinasa (meitneryo)",,,
metode,root,n,TRUE,"method, approach",,metodo,método,,,,,,"Doycisa (Methode), Englisa (method), Espanisa (método), Fransesa (méthode), Rusisa (метод “metod”), Indonesisa (metode), Hangusa (메서드 or 메소드 “mesodu”), Turkisa (metod), Parsisa (متد “metod”)",,,
metro,root,n,TRUE,"meter, metre",,metro,"metro, m",,,,,,"Englisa (meter, metre), Fransesa (mètre), Doycisa (Meter), Rusisa (метр “metr”), Espanisa (metro), Putunhwa (米 “mi”, 米突 “mitu”), Hindisa (मीटर “mitar”), Arabisa (مِتْر “mitr”), Indonesisa (meter), Niponsa (メートル, ㍍, 米 “mētoru”), Telugusa (మీటరు “mitaru”), Turkisa (metre), Hangusa (미터 “mito”), Vyetnamsa (mét), Parsisa (متر metr”), Swahilisa (mita), Pilipinasa (metro)",,,
mexale,root,n,TRUE,torch,,torĉo,antorcha,,,,,,"Hindisa (मशाल ""maxal""), Arabisa (مِشْعَل ""mixal""), Turkisa (meşale), Parsisa (مشعل ""maxal"")",,,
Mexiko,proper noun,n,TRUE,Mexico,,Meksiko,México,,,,,dexa,Espanisa (Mexico),,,
Mexikoli,derived,t,FALSE,Mexican,,meksika,mexicano,,,,,,Mexiko + -li,,,
Mexikoyen,derived,n,FALSE,Mexican (person),,meksikano,mexicano (_persona_),,,,,,Mexiko + -yen,,,
meyar,root,n,TRUE,"criterion, criteria",,kriterio,criterio,,,,,,"Arabisa (مِعْيَار ""miyar""), Turkisa (miyar), Parsisa (معیار ""me'yâr"")",,,
meydey,root,n,TRUE,emergency,,"ekgravaĵo, (kriza) ekokazo",emergencia,,,,,,Englisa (Mayday) ,,,
meyu,root,n,TRUE,brow,,"brova kresto, frunto",ceño,,,,,,"Putunhwa (眉 ""mey""), Niponsa (眉 ""mayu""), Vyetnamsa (mày) ",,,
meyubelo,derived,n,FALSE,eyebrow,,"brovo, fruntharo",ceja,,,,,,meyu + belo,,,
mezadu,root,n/f.oj,TRUE,auction; auction (off),,aŭkcio; aŭkcii,subasta; subastar,,,,,,"Arabisa (مَزَاد ""mazād"", مُزَايَدَة ""muzāyada""), Turkisa (müzayede, mezat), Parsisa (مزایده ""mozâyede"")",,,
mi,root,pn,TRUE,"I, me",,mi,yo,,,,,,"Englisa (me), Fransesa (me), Doycisa (mich), Rusisa (меня “menya”), Hindisa (मैं “main”), Parsisa (من “man”), Swahilisa (mimi)",,,
mida,root,n,TRUE,stomach,,stomako,estómago,,,,,,"Arabisa (معدة “ma'ida”, “mi'da”), Parsisa (معده “me'de”), Turkisa (mide)",,,
midaitis,derived,n,FALSE,gastritis,,"gastrito, stomakinflamo",gastritis,,,,,,mida + -itis,,,
midi,root,t,TRUE,"middle, mid-",,meza; meze,"medio, mitad",,,,,,"Englisa (mid-), Fransesa, Doycisa, Espanisa",,,
mididay,derived,t,FALSE,"medium, medium-sized",,mezgranda; mezgrande,mediano,,,,,,mididay,,,
midieskol,derived,n,FALSE,"middle school, junior high school",,mezlernejo,escuela secundaria,,,,,,midi + eskol,,,
midinoce,derived,n,FALSE,midnight,,"noktomezo, meznokto",medianoche,,,,,din,midi + noce,,,
midinuru,derived,n,FALSE,noon,,tagmezo,mediodía,,,,,din,midi + nuru,,,
midiyam,derived,n,FALSE,lunch,,tagmanĝo,"almuerzo, lonche",,,,,,midi + yam,,,
mifil,derived,t,FALSE,selfish,,"egoisma, malsindona; malsindone",egoísta,,,,,,mi + -fil,,,
miismo,derived,n,FALSE,egoism,,egoismo,egoísmo,,,,,,mi + -ismo,,,
miismofil,derived,t,FALSE,egotistical,,"egoisma, egoismema; egoismeme",egoísta,,,,,,mi + -ismo + -fil,,,
miju,root,t,TRUE,"dense, densely, concentrated",,"densa, koncentrita (enhavo); dense","denso, espeso, concentrado",,,,,,"Putunhwa (密集 “miji”), Niponsa (密集 “mixu”), Hangusa (밀집 “mijip”)",,,
mijuje,derived,n,FALSE,"density, concentration",,"denseco, koncentriteco","densidad, concentración",,,,,,miju + -je,,,
mikasi,root,n,TRUE,(pair of) scissors,"scissors, pair of scissors",tondilo,tijeras,,,,,,"Arabisa (مقص “miqaṣṣ”), Turkisa (makas), Swahilisa (mikasi)",,,
mikro,root,num,TRUE,"1 × 10^-6, one millionth of",,milionono,"micro-, 1 × 10^-6, millonésima parte de, µ",,,,,,"Englisa (micro-), Fransesa, Doycisa, Rusisa, Espanisa, Arabisa, Hindisa, Telugusa, Parsisa, Turkisa, Indonesisa, Pilipinasa, Swahilisa, Vyetnamsa, Niponsa, Hangusa",,,
mikrobiologi,derived,n,FALSE,microbiology,,mikrobiologio,microbiología,,,,,,mikro- + biologi,,,
mikrometro,derived,n,FALSE,"micrometer, micrometre",,mikrometro,"micrómetro, micra, µm",,,,,,mikro + metro,,,
Mikronesi,proper noun,n,TRUE,Micronesia,,Mikronezio,Micronesia,,,,,dexa,Englisa (Micronesia),,,
mikrookotul,derived,n,FALSE,microscope,,mikroskopo,microscopio,,,,,,mikro + oko + -tul,,,
mila,root,n,TRUE,mile,,mejlo,"milla (_unidad de longitud_), mi",,,,,,"Englisa (mile), Espanisa (milla), Fransesa (millle), Rusisa (миля ""milya""), Doycisa (Meile), Indonesisa (mil), Pilipinasa (milya), Hindisa (मील ""mil""), Arabisa (مِيل ""mil""), Niponsa (マイル ""mairu""), Telugusa (మైలు ""mailu""), Turkisa (mil), Hangusa (마일 ""mail""), Parsisa (مایل ""mâyl""), Swahilisa (maili)",,,
milatu,root,n,TRUE,"mortar, plaster",,mortero,"mortero, argamasa",,,,,,"Arabisa (ملاط “milāṭ”), Parsisa (ملات “malât”)",,,
mili,root,num,TRUE,"1 × 10^-3, one thousandth of",,milono,"mili-, 1 × 10^-3, milésima parte de, m",,,,,,"Englisa (milli-), Fransesa, Doycisa, Rusisa, Espanisa, Arabisa, Hindisa, Telugusa, Parsisa, Turkisa, Indonesisa, Pilipinasa, Swahilisa, Vyetnamsa, Niponsa, Hangusa",,,
milimetro,derived,n,FALSE,"millimeter, millimetre",,milimetro,"milímetro, mm",,,,,,mili + metro,,,
milki,root,n,TRUE,property,,"propraĵo, posedaĵo",propiedad,,,,,,"Arabisa (مِلْك “milk”), Parsisa (ملک “melk”), Swahilisa (miliki), Indonesisa (milik), Turkisa (mülk)",,,
milko,root,n,TRUE,milk,,lakto,leche,,,,,,"Englisa (milk), Doycisa (Milch), Rusisa (молоко “malako”), Niponsa (ミルク “miruku”), Hangusa (밀크 “milkeu”)",,,
